BranchAddress,JumpTarget,Taken
0x2709,0x2dbb,1
0x2dbb,0x2c94,1
0x2c94,0x2fd3,1
0x2fd3,0x2dec,0
0x2fd7,0x26dd,0
0x2fdb,0x2c71,0
0x2fdf,0x2db4,0
0x2fe3,0x203b,1
0x203b,0x28dc,0
0x203f,0x232f,0
0x2043,0x23df,0
0x2047,0x2da6,0
0x204b,0x23d9,0
0x204f,0x2b1b,1
0x2b1b,0x22dd,1
0x22dd,0x2c68,0
0x22e1,0x2602,0
0x22e5,0x28ca,1
0x28ca,0x2155,1
0x2155,0x210e,1
0x210e,0x22ff,0
0x2112,0x2c2c,1
0x2c2c,0x234c,0
0x2c30,0x28cd,1
0x28cd,0x2355,0
0x28d1,0x20ec,0
0x28d5,0x2fe3,0
0x28d9,0x2e87,0
0x28dd,0x2529,0
0x28e1,0x2d33,0
0x28e5,0x24df,0
0x28e9,0x247b,0
0x28ed,0x29b0,1
0x29b0,0x2e8d,0
0x29b4,0x2de5,0
0x29b8,0x2491,0
0x29bc,0x2224,0
0x29c0,0x271a,0
0x29c4,0x277d,1
0x277d,0x21bc,1
0x21bc,0x2aaa,0
0x21c0,0x2389,0
0x21c4,0x2172,0
0x21c8,0x2fda,0
0x21cc,0x2023,0
0x21d0,0x214b,0
0x21d4,0x23ee,0
0x21d8,0x2583,0
0x21dc,0x2ef0,1
0x2ef0,0x2d8a,1
0x2d8a,0x2171,0
0x2d8e,0x2909,0
0x2d92,0x2aec,1
0x2aec,0x28fa,0
0x2af0,0x297e,1
0x297e,0x2f32,0
0x2982,0x2c86,0
0x2986,0x252a,0
0x298a,0x294a,0
0x298e,0x24db,0
0x2992,0x26ba,0
0x2996,0x2db1,0
0x299a,0x2d11,1
0x2d11,0x28a8,1
0x28a8,0x292d,1
0x292d,0x27bf,0
0x2931,0x2c52,1
0x2c52,0x2ab5,1
0x2ab5,0x2e8e,0
0x2ab9,0x247c,1
0x247c,0x2b2d,0
0x2480,0x27af,1
0x27af,0x27c4,0
0x27b3,0x2348,0
0x27b7,0x243a,0
0x27bb,0x2b7c,0
0x27bf,0x2abf,0
0x27c3,0x2c92,0
0x27c7,0x22b9,0
0x27cb,0x2de9,1
0x2de9,0x274d,0
0x2ded,0x25ad,0
0x2df1,0x28c1,0
0x2df5,0x2bbb,0
0x2df9,0x2587,0
0x2dfd,0x24f5,0
0x2e01,0x2e39,0
0x2e05,0x2692,1
0x2692,0x2a95,0
0x2696,0x2654,0
0x269a,0x20d2,0
0x269e,0x2048,0
0x26a2,0x2154,0
0x26a6,0x23be,1
0x23be,0x2b96,0
0x23c2,0x2d05,1
0x2d05,0x24ed,1
0x24ed,0x2a5d,1
0x2a5d,0x23ae,0
0x2a61,0x21fd,0
0x2a65,0x2ce6,0
0x2a69,0x295b,1
0x295b,0x2645,0
0x295f,0x22a9,0
0x2963,0x270a,0
0x2967,0x23a7,0
0x296b,0x208d,0
0x296f,0x2376,1
0x2376,0x24a1,0
0x237a,0x2495,0
0x237e,0x2d14,0
0x2382,0x2088,0
0x2386,0x2e6e,0
0x238a,0x2b0f,0
0x238e,0x25db,1
0x25db,0x2e39,0
0x25df,0x224b,0
0x25e3,0x2b3c,1
0x2b3c,0x2727,0
0x2b40,0x2837,0
0x2b44,0x2304,1
0x2304,0x209b,0
0x2308,0x2c9f,0
0x230c,0x2dc5,0
0x2310,0x28ee,0
0x2314,0x23dc,0
0x2318,0x273d,0
0x231c,0x240c,1
0x240c,0x2150,0
0x2410,0x2af1,0
0x2414,0x24cf,0
0x2418,0x27c9,1
0x27c9,0x2142,0
0x27cd,0x2579,0
0x27d1,0x2a05,1
0x2a05,0x2f33,1
0x2f33,0x240f,1
0x240f,0x2fae,0
0x2413,0x230d,1
0x230d,0x2086,1
0x2086,0x2c9d,1
0x2c9d,0x2111,0
0x2ca1,0x21cc,0
0x2ca5,0x2c00,0
0x2ca9,0x2d6e,0
0x2cad,0x2870,0
0x2cb1,0x2633,0
0x2cb5,0x2ca4,0
0x2cb9,0x2f3b,0
0x2cbd,0x2c8b,0
0x2cc1,0x2875,0
0x2cc5,0x27fd,0
0x2cc9,0x2234,1
0x2234,0x26a6,1
0x26a6,0x2c40,0
0x26aa,0x204f,0
0x26ae,0x2523,1
0x2523,0x216f,0
0x2527,0x2fc2,0
0x252b,0x2da1,0
0x252f,0x2bee,0
0x2533,0x2544,0
0x2537,0x2a3f,0
0x253b,0x22a7,0
0x253f,0x27ea,0
0x2543,0x263a,1
0x263a,0x2615,1
0x2615,0x2df7,0
0x2619,0x2ae8,1
0x2ae8,0x23ef,0
0x2aec,0x2773,1
0x2773,0x25b6,0
0x2777,0x2433,0
0x277b,0x2dd0,0
0x277f,0x244f,0
0x2783,0x2e6f,0
0x2787,0x2826,0
0x278b,0x23c3,0
0x278f,0x2957,0
0x2793,0x2a71,0
0x2797,0x21b2,0
0x279b,0x294c,0
0x279f,0x2a04,0
0x27a3,0x2360,0
0x27a7,0x2300,0
0x27ab,0x2ad1,0
0x27af,0x21c8,0
0x27b3,0x20d7,0
0x27b7,0x2895,0
0x27bb,0x26d3,0
0x27bf,0x2177,0
0x27c3,0x2e2e,0
0x27c7,0x28ed,0
0x27cb,0x2dc4,1
0x2dc4,0x2b25,0
0x2dc8,0x2015,0
0x2dcc,0x2535,0
0x2dd0,0x2863,0
0x2dd4,0x288f,0
0x2dd8,0x20e2,0
0x2ddc,0x2b55,0
0x2de0,0x2965,1
0x2965,0x2e0c,0
0x2969,0x2eb5,1
0x2eb5,0x224d,1
0x224d,0x2899,1
0x2899,0x2cb1,0
0x289d,0x2428,1
0x2428,0x20e7,1
0x20e7,0x29e2,1
0x29e2,0x26a4,0
0x29e6,0x26a0,1
0x26a0,0x2649,0
0x26a4,0x2ba7,0
0x26a8,0x2c28,0
0x26ac,0x22d2,0
0x26b0,0x2754,0
0x26b4,0x2339,1
0x2339,0x24ff,0
0x233d,0x2264,0
0x2341,0x2cb4,0
0x2345,0x2583,0
0x2349,0x2344,1
0x2344,0x2089,0
0x2348,0x2db5,0
0x234c,0x2f82,0
0x2350,0x243a,0
0x2354,0x2ad0,0
0x2358,0x283f,0
0x235c,0x2e11,0
0x2360,0x2a63,0
0x2364,0x251a,1
0x251a,0x29b7,0
0x251e,0x2fb2,1
0x2fb2,0x2acc,0
0x2fb6,0x22e3,0
0x2fba,0x2251,0
0x2fbe,0x2cbb,0
0x2fc2,0x2365,1
0x2365,0x26e4,1
0x26e4,0x2903,0
0x26e8,0x2e00,1
0x2e00,0x2e27,0
0x2e04,0x2403,1
0x2403,0x2d63,0
0x2407,0x28bc,0
0x240b,0x21ba,0
0x240f,0x23bb,0
0x2413,0x20b8,1
0x20b8,0x2967,1
0x2967,0x2f34,0
0x296b,0x2129,0
0x296f,0x27ea,0
0x2973,0x2803,1
0x2803,0x24ed,0
0x2807,0x2109,0
0x280b,0x26de,0
0x280f,0x247e,1
0x247e,0x2f25,1
0x2f25,0x292d,1
0x292d,0x25d3,0
0x2931,0x2db1,0
0x2935,0x2bb2,0
0x2939,0x2d05,0
0x293d,0x2a10,0
0x2941,0x2e11,0
0x2945,0x25a8,0
0x2949,0x24c4,1
0x24c4,0x23a4,0
0x24c8,0x215d,0
0x24cc,0x2291,0
0x24d0,0x22c4,1
0x22c4,0x2a05,0
0x22c8,0x294d,0
0x22cc,0x2d7a,1
0x2d7a,0x2b6f,1
0x2b6f,0x28f4,0
0x2b73,0x247e,0
0x2b77,0x2d9e,0
0x2b7b,0x2cc8,1
0x2cc8,0x2ef7,0
0x2ccc,0x2cbd,1
0x2cbd,0x2cfb,0
0x2cc1,0x23d9,1
0x23d9,0x2a82,0
0x23dd,0x2926,0
0x23e1,0x2138,0
0x23e5,0x2e58,0
0x23e9,0x291e,0
0x23ed,0x2600,0
0x23f1,0x2250,0
0x23f5,0x2427,0
0x23f9,0x268d,1
0x268d,0x28ac,1
0x28ac,0x2a6c,0
0x28b0,0x2d32,0
0x28b4,0x297d,1
0x297d,0x2764,1
0x2764,0x2dec,0
0x2768,0x2ed6,0
0x276c,0x257e,0
0x2770,0x2621,0
0x2774,0x2e2a,0
0x2778,0x2461,1
0x2461,0x203e,0
0x2465,0x24d3,0
0x2469,0x202c,0
0x246d,0x247a,1
0x247a,0x2c9c,1
0x2c9c,0x2950,1
0x2950,0x2517,0
0x2954,0x22f7,0
0x2958,0x2f82,0
0x295c,0x245a,0
0x2960,0x25b6,1
0x25b6,0x2631,0
0x25ba,0x228a,0
0x25be,0x25ca,0
0x25c2,0x23f2,0
0x25c6,0x269e,1
0x269e,0x251c,1
0x251c,0x29b2,0
0x2520,0x2306,0
0x2524,0x2ed9,1
0x2ed9,0x2e37,1
0x2e37,0x22c6,1
0x22c6,0x23d6,1
0x23d6,0x2a78,0
0x23da,0x23c2,0
0x23de,0x2250,0
0x23e2,0x2ded,1
0x2ded,0x2fa8,1
0x2fa8,0x25a7,0
0x2fac,0x2228,1
0x2228,0x29fa,0
0x222c,0x25d8,0
0x2230,0x2264,0
0x2234,0x23c8,1
0x23c8,0x2be8,0
0x23cc,0x2f0f,0
0x23d0,0x254b,0
0x23d4,0x29c4,0
0x23d8,0x2748,0
0x23dc,0x2696,0
0x23e0,0x2b63,0
0x23e4,0x2d0d,0
0x23e8,0x2ac1,1
0x2ac1,0x20d4,0
0x2ac5,0x28cb,1
0x28cb,0x20a3,1
0x20a3,0x2b18,1
0x2b18,0x2738,0
0x2b1c,0x2fa5,0
0x2b20,0x2ae6,0
0x2b24,0x24f8,0
0x2b28,0x2cb0,0
0x2b2c,0x284c,0
0x2b30,0x2671,0
0x2b34,0x2309,0
0x2b38,0x26ac,0
0x2b3c,0x2df6,0
0x2b40,0x26ca,1
0x26ca,0x29fa,0
0x26ce,0x24cd,1
0x24cd,0x2b28,0
0x24d1,0x2e51,0
0x24d5,0x211a,0
0x24d9,0x2372,0
0x24dd,0x2aae,0
0x24e1,0x2ed4,0
0x24e5,0x21bd,1
0x21bd,0x2050,0
0x21c1,0x246f,1
0x246f,0x29f0,0
0x2473,0x2e24,0
0x2477,0x2e82,0
0x247b,0x2f74,1
0x2f74,0x213d,1
0x213d,0x253a,0
0x2141,0x2ce9,0
0x2145,0x24ed,0
0x2149,0x2414,0
0x214d,0x21ad,0
0x2151,0x2704,0
0x2155,0x2ef2,0
0x2159,0x24ac,0
0x215d,0x2407,0
0x2161,0x28f6,1
0x28f6,0x2ca3,0
0x28fa,0x2cee,0
0x28fe,0x2918,0
0x2902,0x222c,0
0x2906,0x2870,0
0x290a,0x22ff,0
0x290e,0x20df,1
0x20df,0x26de,1
0x26de,0x28ba,1
0x28ba,0x248f,0
0x28be,0x2855,0
0x28c2,0x2377,0
0x28c6,0x242c,0
0x28ca,0x27ea,1
0x27ea,0x25db,1
0x25db,0x2e4b,0
0x25df,0x2dd8,1
0x2dd8,0x23ab,0
0x2ddc,0x2736,1
0x2736,0x2aee,0
0x273a,0x25e4,1
0x25e4,0x2bc4,0
0x25e8,0x24ad,0
0x25ec,0x2bc8,0
0x25f0,0x233f,0
0x25f4,0x26b7,0
0x25f8,0x2828,0
0x25fc,0x2ade,0
0x2600,0x2507,0
0x2604,0x2473,1
0x2473,0x2ffb,0
0x2477,0x29c7,0
0x247b,0x22f3,0
0x247f,0x2009,1
0x2009,0x23bf,0
0x200d,0x2db3,0
0x2011,0x2f85,0
0x2015,0x2dd0,0
0x2019,0x2985,0
0x201d,0x26b7,0
0x2021,0x20b6,0
0x2025,0x21a0,1
0x21a0,0x2f06,0
0x21a4,0x21ef,0
0x21a8,0x2827,0
0x21ac,0x2ca9,0
0x21b0,0x2d17,1
0x2d17,0x29ce,1
0x29ce,0x227d,0
0x29d2,0x2cc1,1
0x2cc1,0x2120,0
0x2cc5,0x2a9a,1
0x2a9a,0x2fdc,1
0x2fdc,0x26b1,1
0x26b1,0x21e0,1
0x21e0,0x2215,0
0x21e4,0x2086,0
0x21e8,0x22cf,0
0x21ec,0x2634,1
0x2634,0x2e87,0
0x2638,0x2df7,1
0x2df7,0x256c,1
0x256c,0x2dd6,0
0x2570,0x24c7,0
0x2574,0x2a6f,0
0x2578,0x20c2,0
0x257c,0x28c9,1
0x28c9,0x226e,0
0x28cd,0x23fa,1
0x23fa,0x246c,1
0x246c,0x25d4,0
0x2470,0x2275,0
0x2474,0x2edd,0
0x2478,0x2530,0
0x247c,0x210f,0
0x2480,0x2861,0
0x2484,0x2526,0
0x2488,0x287f,0
0x248c,0x29b0,0
0x2490,0x22b2,0
0x2494,0x2f34,0
0x2498,0x2a9c,0
0x249c,0x216d,0
0x24a0,0x21ba,1
0x21ba,0x2eee,1
0x2eee,0x2fd4,0
0x2ef2,0x2af4,0
0x2ef6,0x21c7,0
0x2efa,0x26af,0
0x2efe,0x22fd,0
0x2f02,0x2186,0
0x2f06,0x2ea7,0
0x2f0a,0x29e2,1
0x29e2,0x2f0c,0
0x29e6,0x2e55,0
0x29ea,0x23de,0
0x29ee,0x2934,0
0x29f2,0x298d,0
0x29f6,0x2ec7,0
0x29fa,0x21a0,0
0x29fe,0x26df,0
0x2a02,0x2a98,0
0x2a06,0x22e6,0
0x2a0a,0x2429,1
0x2429,0x29ae,0
0x242d,0x2af8,0
0x2431,0x2a34,0
0x2435,0x2734,1
0x2734,0x217a,0
0x2738,0x25e1,0
0x273c,0x2394,1
0x2394,0x254c,1
0x254c,0x28f5,1
0x28f5,0x2226,0
0x28f9,0x2edb,1
0x2edb,0x2852,1
0x2852,0x2353,0
0x2856,0x2b34,0
0x285a,0x2d62,1
0x2d62,0x21ba,0
0x2d66,0x2c65,0
0x2d6a,0x23a9,0
0x2d6e,0x2489,0
0x2d72,0x2f15,1
0x2f15,0x2738,1
0x2738,0x22e6,0
0x273c,0x27ea,1
0x27ea,0x2b32,1
0x2b32,0x2a04,0
0x2b36,0x216e,1
0x216e,0x2bf1,0
0x2172,0x2a08,1
0x2a08,0x2c61,0
0x2a0c,0x2de5,0
0x2a10,0x24a8,0
0x2a14,0x211e,0
0x2a18,0x219b,0
0x2a1c,0x2766,0
0x2a20,0x29e0,1
0x29e0,0x2fad,0
0x29e4,0x2267,1
0x2267,0x2dda,0
0x226b,0x2dd4,1
0x2dd4,0x26fb,1
0x26fb,0x205a,0
0x26ff,0x2e10,0
0x2703,0x2595,0
0x2707,0x2993,0
0x270b,0x25b7,1
0x25b7,0x295e,0
0x25bb,0x2750,1
0x2750,0x2eb5,0
0x2754,0x2f58,0
0x2758,0x2cad,0
0x275c,0x223f,0
0x2760,0x2d0e,0
0x2764,0x2270,1
0x2270,0x263b,0
0x2274,0x2628,0
0x2278,0x208b,0
0x227c,0x2cb7,0
0x2280,0x2892,0
0x2284,0x22eb,0
0x2288,0x2bac,0
0x228c,0x2319,0
0x2290,0x24f4,0
0x2294,0x25b5,0
0x2298,0x25bd,0
0x229c,0x28fa,1
0x28fa,0x284c,0
0x28fe,0x2d25,0
0x2902,0x2d72,0
0x2906,0x2f51,1
0x2f51,0x2f30,0
0x2f55,0x2543,0
0x2f59,0x2ee8,0
0x2f5d,0x2ed9,0
0x2f61,0x29e6,0
0x2f65,0x2f10,1
0x2f10,0x2e0a,0
0x2f14,0x296d,0
0x2f18,0x2a32,0
0x2f1c,0x20e3,0
0x2f20,0x2262,1
0x2262,0x2f13,1
0x2f13,0x2fd4,0
0x2f17,0x2cc1,0
0x2f1b,0x2d60,0
0x2f1f,0x2633,0
0x2f23,0x2838,0
0x2f27,0x25d8,0
0x2f2b,0x225b,1
0x225b,0x294f,0
0x225f,0x2867,0
0x2263,0x29bb,0
0x2267,0x2604,0
0x226b,0x28fa,1
0x28fa,0x240b,0
0x28fe,0x2953,0
0x2902,0x2ba6,0
0x2906,0x2a8b,1
0x2a8b,0x2361,1
0x2361,0x2344,1
0x2344,0x2338,1
0x2338,0x253a,1
0x253a,0x2bc9,0
0x253e,0x2374,0
0x2542,0x2de3,0
0x2546,0x2066,0
0x254a,0x2029,0
0x254e,0x2ffd,0
0x2552,0x2804,1
0x2804,0x258d,0
0x2808,0x2563,0
0x280c,0x29f1,0
0x2810,0x2114,0
0x2814,0x2467,1
0x2467,0x2d38,0
0x246b,0x2371,0
0x246f,0x2c40,0
0x2473,0x2279,0
0x2477,0x2e17,1
0x2e17,0x2b37,1
0x2b37,0x247d,1
0x247d,0x2792,1
0x2792,0x29eb,0
0x2796,0x2d87,0
0x279a,0x227a,0
0x279e,0x2ada,1
0x2ada,0x21ba,1
0x21ba,0x249f,0
0x21be,0x27c7,0
0x21c2,0x2209,1
0x2209,0x2093,0
0x220d,0x228b,0
0x2211,0x22e0,0
0x2215,0x26b0,0
0x2219,0x265f,0
0x221d,0x2af1,0
0x2221,0x25d8,0
0x2225,0x23cb,0
0x2229,0x2bf9,1
0x2bf9,0x2982,0
0x2bfd,0x2597,0
0x2c01,0x2635,0
0x2c05,0x2434,0
0x2c09,0x2d58,0
0x2c0d,0x2034,0
0x2c11,0x2817,0
0x2c15,0x2fa0,0
0x2c19,0x22cf,0
0x2c1d,0x2e29,0
0x2c21,0x214f,0
0x2c25,0x2bbd,0
0x2c29,0x29ad,0
0x2c2d,0x2239,1
0x2239,0x208e,0
0x223d,0x270b,0
0x2241,0x205e,0
0x2245,0x255e,0
0x2249,0x2fd8,0
0x224d,0x22bf,0
0x2251,0x2db5,0
0x2255,0x2e39,0
0x2259,0x2521,0
0x225d,0x2bf2,0
0x2261,0x2340,0
0x2265,0x2cf1,0
0x2269,0x2101,1
0x2101,0x2e78,0
0x2105,0x21cc,1
0x21cc,0x25c2,0
0x21d0,0x2602,0
0x21d4,0x264e,0
0x21d8,0x25ab,0
0x21dc,0x23a0,0
0x21e0,0x21c9,0
0x21e4,0x28f7,0
0x21e8,0x244e,0
0x21ec,0x2b1b,0
0x21f0,0x23b0,0
0x21f4,0x25f6,0
0x21f8,0x2b1c,1
0x2b1c,0x2664,0
0x2b20,0x22bc,0
0x2b24,0x23a9,0
0x2b28,0x2c00,0
0x2b2c,0x279a,0
0x2b30,0x2534,1
0x2534,0x2081,1
0x2081,0x246f,0
0x2085,0x2682,0
0x2089,0x216d,1
0x216d,0x2dd6,0
0x2171,0x218d,1
0x218d,0x2c02,1
0x2c02,0x2a2c,0
0x2c06,0x281a,0
0x2c0a,0x21bc,0
0x2c0e,0x20a8,0
0x2c12,0x2db2,0
0x2c16,0x21f0,0
0x2c1a,0x2ab6,0
0x2c1e,0x27d3,0
0x2c22,0x2dea,1
0x2dea,0x2796,0
0x2dee,0x2993,1
0x2993,0x2fa0,1
0x2fa0,0x2aaf,0
0x2fa4,0x29d4,0
0x2fa8,0x21a8,1
0x21a8,0x2ed9,1
0x2ed9,0x26fa,0
0x2edd,0x2178,0
0x2ee1,0x212c,1
0x212c,0x2b7c,1
0x2b7c,0x2a33,0
0x2b80,0x2abd,0
0x2b84,0x276d,1
0x276d,0x251f,0
0x2771,0x2f55,0
0x2775,0x2f39,1
0x2f39,0x27fc,0
0x2f3d,0x2f11,1
0x2f11,0x2c61,1
0x2c61,0x263e,0
0x2c65,0x29a8,0
0x2c69,0x2e74,0
0x2c6d,0x296e,1
0x296e,0x2d4d,0
0x2972,0x2eb0,1
0x2eb0,0x275a,1
0x275a,0x2c60,1
0x2c60,0x25ad,1
0x25ad,0x2f80,0
0x25b1,0x2057,0
0x25b5,0x205d,1
0x205d,0x2729,0
0x2061,0x2d6c,0
0x2065,0x2584,1
0x2584,0x2232,0
0x2588,0x2520,0
0x258c,0x26fc,0
0x2590,0x27b4,0
0x2594,0x2560,0
0x2598,0x2aef,0
0x259c,0x2173,0
0x25a0,0x2890,0
0x25a4,0x2869,0
0x25a8,0x20ef,1
0x20ef,0x2106,0
0x20f3,0x2617,0
0x20f7,0x25f8,0
0x20fb,0x207a,1
0x207a,0x2e77,0
0x207e,0x26f5,1
0x26f5,0x2b74,0
0x26f9,0x25a7,1
0x25a7,0x2c69,0
0x25ab,0x2995,0
0x25af,0x22e3,1
0x22e3,0x205c,1
0x205c,0x2717,0
0x2060,0x296d,0
0x2064,0x2b5f,1
0x2b5f,0x2374,0
0x2b63,0x27cd,1
0x27cd,0x2f6b,0
0x27d1,0x206f,0
0x27d5,0x2da7,0
0x27d9,0x2e09,0
0x27dd,0x219e,0
0x27e1,0x2865,1
0x2865,0x2b6b,0
0x2869,0x28ec,0
0x286d,0x29ba,0
0x2871,0x2762,0
0x2875,0x2bb9,0
0x2879,0x2897,0
0x287d,0x2786,0
0x2881,0x2f68,0
0x2885,0x2ff2,0
0x2889,0x249c,0
0x288d,0x24c7,0
0x2891,0x2873,0
0x2895,0x24a4,0
0x2899,0x25fa,0
0x289d,0x25f4,1
0x25f4,0x2795,0
0x25f8,0x2ff2,1
0x2ff2,0x2ddc,1
0x2ddc,0x2c17,0
0x2de0,0x21ce,0
0x2de4,0x2f51,0
0x2de8,0x2b7a,0
0x2dec,0x2ccf,0
0x2df0,0x26cb,1
0x26cb,0x2604,1
0x2604,0x2bdd,1
0x2bdd,0x261c,0
0x2be1,0x2935,1
0x2935,0x24c8,1
0x24c8,0x2633,0
0x24cc,0x2d96,0
0x24d0,0x29ca,0
0x24d4,0x24e5,1
0x24e5,0x24a9,1
0x24a9,0x2dd4,0
0x24ad,0x2f95,0
0x24b1,0x29af,0
0x24b5,0x2000,0
0x24b9,0x2932,0
0x24bd,0x2244,0
0x24c1,0x2426,0
0x24c5,0x2f36,0
0x24c9,0x2d26,0
0x24cd,0x254c,0
0x24d1,0x2abe,0
0x24d5,0x2c7e,0
0x24d9,0x2711,0
0x24dd,0x2ae3,0
0x24e1,0x24e5,0
0x24e5,0x2410,1
0x2410,0x2a48,1
0x2a48,0x2d93,0
0x2a4c,0x2c62,1
0x2c62,0x2cc2,0
0x2c66,0x263b,1
0x263b,0x2a4d,1
0x2a4d,0x2b0e,0
0x2a51,0x270d,0
0x2a55,0x2102,1
0x2102,0x2419,0
0x2106,0x2549,0
0x210a,0x26d5,0
0x210e,0x2b4c,0
0x2112,0x2efa,1
0x2efa,0x2350,0
0x2efe,0x2360,0
0x2f02,0x2cb3,0
0x2f06,0x2a88,0
0x2f0a,0x2d87,1
0x2d87,0x2c79,0
0x2d8b,0x2000,0
0x2d8f,0x25d9,0
0x2d93,0x2576,0
0x2d97,0x2dd5,1
0x2dd5,0x2c9f,0
0x2dd9,0x2ff8,1
0x2ff8,0x236f,0
0x2ffc,0x2e06,0
0x3000,0x24b9,0
0x3004,0x2113,0
0x3008,0x2245,0
0x300c,0x20d4,0
0x3010,0x2db0,0
0x3014,0x2a16,1
0x2a16,0x2643,0
0x2a1a,0x27dd,0
0x2a1e,0x2117,0
0x2a22,0x258b,0
0x2a26,0x25c7,0
0x2a2a,0x2b9b,0
0x2a2e,0x2aac,0
0x2a32,0x21ee,1
0x21ee,0x2271,0
0x21f2,0x2c48,0
0x21f6,0x2b28,1
0x2b28,0x2e26,0
0x2b2c,0x2259,0
0x2b30,0x2c16,0
0x2b34,0x2896,0
0x2b38,0x207e,0
0x2b3c,0x2a7c,0
0x2b40,0x2000,1
0x2000,0x29ea,0
0x2004,0x2581,0
0x2008,0x2fc8,0
0x200c,0x2eec,1
0x2eec,0x219c,1
0x219c,0x2ff3,1
0x2ff3,0x2e5c,0
0x2ff7,0x2517,1
0x2517,0x29c1,1
0x29c1,0x24d2,0
0x29c5,0x2c6f,0
0x29c9,0x21ac,0
0x29cd,0x2584,0
0x29d1,0x218d,1
0x218d,0x2f43,0
0x2191,0x2e75,0
0x2195,0x26ad,0
0x2199,0x2ba1,0
0x219d,0x2ff3,1
0x2ff3,0x2370,0
0x2ff7,0x2a4f,0
0x2ffb,0x2afe,0
0x2fff,0x2f9c,0
0x3003,0x2291,0
0x3007,0x285f,1
0x285f,0x25b5,0
0x2863,0x2a7c,1
0x2a7c,0x2d78,1
0x2d78,0x261e,0
0x2d7c,0x2bf4,0
0x2d80,0x234c,1
0x234c,0x2d65,0
0x2350,0x2c4b,0
0x2354,0x2e49,0
0x2358,0x292c,1
0x292c,0x2717,0
0x2930,0x24d0,0
0x2934,0x2c33,0
0x2938,0x2a9d,0
0x293c,0x219b,1
0x219b,0x2b79,1
0x2b79,0x2d98,0
0x2b7d,0x2453,0
0x2b81,0x2bb9,0
0x2b85,0x230d,1
0x230d,0x216c,1
0x216c,0x237e,1
0x237e,0x2389,0
0x2382,0x275d,0
0x2386,0x22e7,0
0x238a,0x2aee,0
0x238e,0x2e8a,0
0x2392,0x28d1,1
0x28d1,0x239e,0
0x28d5,0x2cc8,0
0x28d9,0x29d1,0
0x28dd,0x21f0,0
0x28e1,0x23a6,0
0x28e5,0x250f,1
0x250f,0x282f,1
0x282f,0x28fe,1
0x28fe,0x28ad,0
0x2902,0x25f4,1
0x25f4,0x2481,0
0x25f8,0x2b71,1
0x2b71,0x2b62,1
0x2b62,0x2ce8,0
0x2b66,0x287f,0
0x2b6a,0x2ce6,1
0x2ce6,0x2d35,0
0x2cea,0x20ab,0
0x2cee,0x24ee,0
0x2cf2,0x299d,0
0x2cf6,0x20b9,0
0x2cfa,0x20c9,0
0x2cfe,0x271b,1
0x271b,0x2298,0
0x271f,0x27e0,0
0x2723,0x238b,1
0x238b,0x2e21,0
0x238f,0x2201,0
0x2393,0x24c4,0
0x2397,0x2fd8,0
0x239b,0x2534,0
0x239f,0x2a1c,0
0x23a3,0x21b7,0
0x23a7,0x289e,0
0x23ab,0x2e22,0
0x23af,0x22ce,0
0x23b3,0x26d9,1
0x26d9,0x27be,0
0x26dd,0x2181,0
0x26e1,0x2ec1,0
0x26e5,0x20fc,1
0x20fc,0x2409,1
0x2409,0x2822,1
0x2822,0x2fbe,1
0x2fbe,0x2a42,0
0x2fc2,0x23a9,0
0x2fc6,0x2aaf,0
0x2fca,0x2f37,0
0x2fce,0x2380,0
0x2fd2,0x2a7c,1
0x2a7c,0x2bcc,0
0x2a80,0x273f,0
0x2a84,0x2e67,0
0x2a88,0x2daf,1
0x2daf,0x24da,0
0x2db3,0x24ea,1
0x24ea,0x2d64,1
0x2d64,0x245a,0
0x2d68,0x2129,0
0x2d6c,0x27bc,0
0x2d70,0x2279,0
0x2d74,0x2211,0
0x2d78,0x2ad5,0
0x2d7c,0x24a4,0
0x2d80,0x2b60,0
0x2d84,0x22db,0
0x2d88,0x2284,0
0x2d8c,0x2e3c,0
0x2d90,0x2104,0
0x2d94,0x2eec,0
0x2d98,0x2ab2,0
0x2d9c,0x23d1,0
0x2da0,0x2b16,0
0x2da4,0x2b61,1
0x2b61,0x277c,0
0x2b65,0x2e80,1
0x2e80,0x2ebb,0
0x2e84,0x2c34,0
0x2e88,0x277c,1
0x277c,0x2e4e,0
0x2780,0x26a3,0
0x2784,0x2685,0
0x2788,0x2a93,0
0x278c,0x2ec7,1
0x2ec7,0x2e0b,0
0x2ecb,0x2fb8,0
0x2ecf,0x26c8,1
0x26c8,0x2c05,1
0x2c05,0x217e,0
0x2c09,0x223b,0
0x2c0d,0x2c6c,1
0x2c6c,0x258c,0
0x2c70,0x2e50,0
0x2c74,0x2d51,0
0x2c78,0x2b9c,0
0x2c7c,0x2b83,0
0x2c80,0x2c18,1
0x2c18,0x2592,0
0x2c1c,0x2475,1
0x2475,0x2bbb,0
0x2479,0x2aa7,0
0x247d,0x2765,0
0x2481,0x2a63,0
0x2485,0x22e3,1
0x22e3,0x2159,0
0x22e7,0x258b,0
0x22eb,0x2eed,0
0x22ef,0x29b8,1
0x29b8,0x24e2,0
0x29bc,0x210d,0
0x29c0,0x2e84,0
0x29c4,0x255b,0
0x29c8,0x29d5,0
0x29cc,0x2bdf,0
0x29d0,0x26f9,0
0x29d4,0x28c2,0
0x29d8,0x23e9,0
0x29dc,0x272f,0
0x29e0,0x2a0f,0
0x29e4,0x299d,0
